"STATION","NAME","DATE","DAPR","MDPR","MDSF","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD","WESF","WT03","WT04","WT08"
"USC00308380","SYRACUSE, NY US","1927-12-26",,,,"0.00","0.0","0.0","26","16",,,,,,
"USC00308380","SYRACUSE, NY US","1927-12-27",,,,"0.00","0.0","0.0","39","22",,,,,,
"USC00308380","SYRACUSE, NY US","1927-12-28",,,,"0.00","0.0","0.0","41","30",,,,,,
"USC00308380","SYRACUSE, NY US","1927-12-29",,,,"0.01","0.0","0.0","47","40",,,,,,
"USC00308380","SYRACUSE, NY US","1927-12-30",,,,"0.00","0.0","0.0","47","39",,,,,,
"USC00308380","SYRACUSE, NY US","1927-12-31",,,,"0.11","0.0","0.0","51","39",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-01",,,,"0.03","0.3","0.0","39","14",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-02",,,,"0.08","1.3","10.0","15","8",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-03",,,,"0.00","0.0","1.0","18","11",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-04",,,,"0.00","0.0","1.0","22","14",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-05",,,,"0.02","0.3","1.0","29","16",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-06",,,,"0.00","0.0","0.0","44","29",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-07",,,,"0.00","0.0","0.0","50","42",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-08",,,,"0.00","0.0","0.0","45","38",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-09",,,,"0.05","0.0","0.0","38","34",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-10",,,,"0.00","0.0","0.0","39","33",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-11",,,,"0.00","0.0","0.0","45","34",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-12",,,,"0.08","0.0","0.0","44","30",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-13",,,,"0.04","0.0","0.0","46","39",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-14",,,,"0.04","0.0","0.0","51","34",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-15",,,,"0.02","0.0","0.0","51","12",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-16",,,,"0.16","0.4","0.0","40","10",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-17",,,,"0.06","0.4","0.0","40","30",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-18",,,,"0.00","0.0","0.0","35","34",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-19",,,,"0.05","0.0","0.0","41","32",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-20",,,,"0.04","0.4","0.0","41","11",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-21",,,,"0.08","1.1","1.0","13","6",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-22",,,,"0.00","0.0","1.0","35","13",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-23",,,,"0.00","0.0","0.0","36","28",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-24",,,,"0.06","0.0","0.0","46","26",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-25",,,,"0.20","0.7","0.0","41","19",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-26",,,,"0.06","1.0","1.0","25","15",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-27",,,,"0.00","0.0","1.0","23","10",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-28",,,,"0.10","1.5","2.0","22","14",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-29",,,,"0.11","1.4","3.0","17","11",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-30",,,,"0.00","0.0","3.0","20","12",,,,,,
"USC00308380","SYRACUSE, NY US","1928-01-31",,,,"0.00","0.0","2.0","24","16",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-01",,,,"0.00","0.0","2.0","33","20",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-02",,,,"0.07","0.8","2.0","20","14",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-03",,,,"0.01","0.2","2.0","36","13",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-04",,,,"0.00","0.0","0.0","49","31",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-05",,,,"0.00","0.0","0.0","31","6",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-06",,,,"0.00","0.0","0.0","23","1",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-07",,,,"0.16","0.0","0.0","39","23",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-08",,,,"0.24","0.0","0.0","53","39",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-09",,,,"0.22","0.5","1.0","40","26",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-10",,,,"0.09","1.1","2.0","26","22",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-11",,,,"0.00","0.0","2.0","26","19",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-12",,,,"0.05","0.8","2.0","22","17",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-13",,,,"0.00","0.0","0.0","36","9",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-14",,,,"0.47","0.0","0.0","31","33",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-15",,,,"0.11","0.5","0.0","41","33",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-16",,,,"0.00","0.2","0.0","34","31",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-17",,,,"0.00","0.0","0.0","34","28",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-18",,,,"0.16","1.1","1.0","31","14",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-19",,,,"0.02","0.3","1.0","25","7",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-20",,,,"0.00","0.0","0.0","27","11",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-21",,,,"0.03","0.4","1.0","16","7",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-22",,,,"0.02","0.0","0.0","37","15",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-23",,,,"0.06","0.0","0.0","48","35",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-24",,,,"0.05","0.0","0.0","36","15",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-25",,,,"0.03","0.3","1.0","15","-3",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-26",,,,"0.00","0.0","0.0","22","-5",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-27",,,,"0.08","1.0","1.0","31","22",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-28",,,,"0.00","0.0","0.0","31","12",,,,,,
"USC00308380","SYRACUSE, NY US","1928-02-29",,,,"0.01","0.1","0.0","37","31",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-01",,,,"0.00","0.0","0.0","34","25",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-02",,,,"0.20","2.0","2.0","32","21",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-03",,,,"0.05","1.0","2.0","22","12",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-04",,,,"0.30","3.0","4.0","40","15",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-05",,,,"0.29","2.8","6.0","21","13",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-06",,,,"0.00","0.0","6.0","23","12",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-07",,,,"0.06","0.5","1.0","36","15",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-08",,,,"0.00","0.0","3.0","28","21",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-09",,,,"0.61","6.4","8.0","23","20",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-10",,,,"0.02","1.0","9.0","23","13",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-11",,,,"0.00","0.0","5.0","38","12",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-12",,,,"0.00","0.0","2.0","50","37",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-13",,,,"0.03","0.0","0.0","58","37",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-14",,,,"0.10","0.0","0.0","51","35",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-15",,,,"0.06","0.5","1.0","35","26",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-16",,,,"0.01","0.2","0.0","29","23",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-17",,,,"0.00","0.0","0.0","33","22",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-18",,,,"1.30","10.5","10.0","32","24",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-19",,,,"0.01","0.5","10.0","31","26",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-20",,,,"0.06","0.9","10.0","34","25",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-21",,,,"0.00","0.0","5.0","39","26",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-22",,,,"0.04","0.0","2.0","43","37",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-23",,,,"0.00","0.0","0.0","37","22",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-24",,,,"0.00","0.0","0.0","73","34",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-03-25",,,,"0.00","0.0","0.0","57","49",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-26",,,,"0.02","0.0","0.0","67","52",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-27",,,,"0.35","0.1","0.0","59","22",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-28",,,,"0.04","0.6","0.0","33","24",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-29",,,,"0.00","0.0","0.0","37","23",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-30",,,,"0.12","0.0","0.0","40","27",,,,,,
"USC00308380","SYRACUSE, NY US","1928-03-31",,,,"0.17","2.0","1.0","32","25",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-01",,,,"0.00","0.0","0.0","40","27",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-02",,,,"0.00","0.0","0.0","50","26",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-03",,,,"0.01","0.0","0.0","58","41",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-04",,,,"0.00","0.0","0.0","74","55",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-05",,,,"0.00","0.0","0.0","79","63",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-06",,,,"0.00","0.0","0.0","80","62",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-07",,,,"0.12","0.0","0.0","76","49",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-08",,,,"0.04","0.1","0.0","50","31",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-09",,,,"0.00","0.0","0.0","35","27",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-10",,,,"0.00","0.0","0.0","36","27",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-11",,,,"0.00","0.0","0.0","50","27",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-12",,,,"0.01","0.0","0.0","51","36",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-13",,,,"0.00","0.0","0.0","46","35",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-14",,,,"0.29","0.0","0.0","58","35",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-15",,,,"0.04","0.5","0.0","39","26",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-16",,,,"0.00","0.0","0.0","35","24",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-17",,,,"0.00","0.0","0.0","39","30",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-18",,,,"0.00","0.0","0.0","56","30",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-19",,,,"0.12","0.0","0.0","60","30",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-20",,,,"0.00","0.0","0.0","37","27",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-21",,,,"0.62","0.0","3.0","48","28",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-22",,,,"0.61","4.0","0.0","40","33",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-23",,,,"0.06","0.0","0.0","40","36",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-24",,,,"0.03","0.0","0.0","48","36",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-25",,,,"0.02","0.1","0.0","44","32",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-26",,,,"0.01","0.0","0.0","43","35",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-27",,,,"0.00","0.0","0.0","46","33",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-28",,,,"1.10","4.0","2.0","39","32",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-29",,,,"0.11","1.0","0.0","41","33",,,,,,
"USC00308380","SYRACUSE, NY US","1928-04-30",,,,"0.07","0.0","0.0","63","40",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-05-01",,,,"0.00","0.0",,"60","49",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-02",,,,"0.00","0.0",,"59","45",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-03",,,,"0.01","0.0","0.0","63","47",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-04",,,,"0.00","0.0","0.0","86","57",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-05",,,,"0.13","0.0","0.0","83","45",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-05-06",,,,"0.00","0.0","0.0","51","38",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-07",,,,"0.00","0.0","0.0","53","33",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-08",,,,"0.00","0.0","0.0","64","35",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-09",,,,"0.00","0.0","0.0","72","47",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-10",,,,"0.00","0.0","0.0","74","46",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-11",,,,"0.00","0.0","0.0","68","47",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-12",,,,"0.00","0.0","0.0","48","39",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-13",,,,"0.00","0.0","0.0","54","35",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-14",,,,"0.00","0.0","0.0","57","38",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-15",,,,"0.00","0.0","0.0","67","41",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-16",,,,"0.00","0.0","0.0","72","46",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-17",,,,"0.00","0.0","0.0","70","57",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-18",,,,"0.43","0.0","0.0","71","55",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-05-19",,,,"0.49","0.0","0.0","70","60",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-05-20",,,,"0.01","0.0","0.0","72","59",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-21",,,,"0.00","0.0","0.0","70","56",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-22",,,,"0.00","0.0","0.0","75","51",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-23",,,,"0.00","0.0","0.0","55","46",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-24",,,,"0.00","0.0","0.0","54","41",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-25",,,,"0.00","0.0","0.0","57","43",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-26",,,,"0.09","0.0","0.0","63","48",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-27",,,,"0.00","0.0","0.0","66","45",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-28",,,,"0.20","0.0","0.0","68","45",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-05-29",,,,"0.00","0.0","0.0","58","47",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-30",,,,"0.03","0.0","0.0","60","49",,,,,,
"USC00308380","SYRACUSE, NY US","1928-05-31",,,,"0.00","0.0","0.0","65","48",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-01",,,,"0.00","0.0","0.0","76","53",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-02",,,,"0.10","0.0","0.0","64","51",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-03",,,,"0.00","0.0","0.0","62","44",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-04",,,,"0.28","0.0","0.0","60","45",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-05",,,,"0.48","0.0","0.0","57","50",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-06",,,,"0.14","0.0","0.0","70","54",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-07",,,,"0.01","0.0","0.0","67","52",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-08",,,,"0.00","0.0","0.0","74","52",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-09",,,,"0.06","0.0","0.0","76","55",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-10",,,,"0.00","0.0","0.0","59","45",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-11",,,,"0.00","0.0","0.0","70","51",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-12",,,,"0.00","0.0","0.0","78","54",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-13",,,,"0.34","0.0","0.0","83","63",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-06-14",,,,"0.27","0.0","0.0","76","63",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-06-15",,,,"0.00","0.0","0.0","61","50",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-16",,,,"0.00","0.0","0.0","67","46",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-17",,,,"0.00","0.0","0.0","76","48",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-18",,,,"0.20","0.0","0.0","70","61",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-19",,,,"0.33","0.0","0.0","67","62",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-20",,,,"0.00","0.0","0.0","73","61",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-21",,,,"0.11","0.0","0.0","65","58",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-22",,,,"0.17","0.0","0.0","71","58",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-23",,,,"0.04","0.0","0.0","75","62",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-24",,,,"0.12","0.0","0.0","76","61",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-25",,,,"0.11","0.0","0.0","83","65",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-06-26",,,,"0.00","0.0","0.0","76","61",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-27",,,,"0.08","0.0","0.0","71","59",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-28",,,,"0.00","0.0","0.0","79","58",,,,,,
"USC00308380","SYRACUSE, NY US","1928-06-29",,,,"1.12","0.0","0.0","75","58",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-06-30",,,,"0.00","0.0","0.0","70","60",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-07-01",,,,"0.00","0.0","0.0","79","58",,,,,,
"USC00308380","SYRACUSE, NY US","1928-07-02",,,,"0.00","0.0","0.0","81","63",,,,,,
"USC00308380","SYRACUSE, NY US","1928-07-03",,,,"0.01","0.0","0.0","87","62",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-07-04",,,,"0.00","0.0","0.0","83","72",,,,,,
"USC00308380","SYRACUSE, NY US","1928-07-05",,,,"0.00","0.0","0.0","75","65",,,,,,
"USC00308380","SYRACUSE, NY US","1928-07-06",,,,"0.00","0.0","0.0","78","59",,,,,,
"USC00308380","SYRACUSE, NY US","1928-07-07",,,,"0.00","0.0","0.0","85","59",,,,,,
"USC00308380","SYRACUSE, NY US","1928-07-08",,,,"0.00","0.0","0.0","91","69",,,,,,
"USC00308380","SYRACUSE, NY US","1928-07-09",,,,"0.00","0.0","0.0","92","75",,,,,,
"USC00308380","SYRACUSE, NY US","1928-07-10",,,,"0.50","0.0","0.0","83","67",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-07-11",,,,"0.00","0.0","0.0","81","66",,,,,,
"USC00308380","SYRACUSE, NY US","1928-07-12",,,,"0.00","0.0","0.0","76","61",,,,,,
"USC00308380","SYRACUSE, NY US","1928-07-13",,,,"0.15","0.0","0.0","77","58",,,,,,
"USC00308380","SYRACUSE, NY US","1928-07-14",,,,"0.25","0.0","0.0","78","65",,,,,,
"USC00308380","SYRACUSE, NY US","1928-07-15",,,,"0.00","0.0","0.0","78","61",,,,,,
"USC00308380","SYRACUSE, NY US","1928-07-16",,,,"0.00","0.0","0.0","81","66",,,,,,
"USC00308380","SYRACUSE, NY US","1928-07-17",,,,"0.00","0.0","0.0","86","67",,,,,,
"USC00308380","SYRACUSE, NY US","1928-07-18",,,,"0.00","0.0","0.0","84","71",,,,,,
"USC00308380","SYRACUSE, NY US","1928-07-19",,,,"0.25","0.0","0.0","76","69",,,,,,
"USC00308380","SYRACUSE, NY US","1928-07-20",,,,"1.05","0.0","0.0","69","59",,,,,,
"USC00308380","SYRACUSE, NY US","1928-07-21",,,,"0.00","0.0","0.0","75","55",,,,,,
"USC00308380","SYRACUSE, NY US","1928-07-22",,,,"3.21","0.0","0.0","73","66",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-07-23",,,,"0.01","0.0","0.0","78","65",,,,,,
"USC00308380","SYRACUSE, NY US","1928-07-24",,,,"0.00","0.0","0.0","77","64",,,,,,
"USC00308380","SYRACUSE, NY US","1928-07-25",,,,"0.00","0.0","0.0","79","65",,,,,,
"USC00308380","SYRACUSE, NY US","1928-07-26",,,,"0.00","0.0","0.0","80","58",,,,,,
"USC00308380","SYRACUSE, NY US","1928-07-27",,,,"0.42","0.0","0.0","74","63",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-07-28",,,,"0.19","0.0","0.0","78","59",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-07-29",,,,"0.00","0.0","0.0","69","54",,,,,,
"USC00308380","SYRACUSE, NY US","1928-07-30",,,,"0.10","0.0","0.0","70","56",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-07-31",,,,"0.00","0.0","0.0","81","54",,,,,,
"USC00308380","SYRACUSE, NY US","1928-08-01",,,,"0.40","0.0","0.0","80","67",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-08-02",,,,"0.05","0.0","0.0","87","68",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-08-03",,,,"0.04","0.0","0.0","86","75",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-08-04",,,,"0.00","0.0","0.0","90","75",,,,,,
"USC00308380","SYRACUSE, NY US","1928-08-05",,,,"0.30","0.0","0.0","79","68",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-08-06",,,,"0.00","0.0","0.0","77","66",,,,,,
"USC00308380","SYRACUSE, NY US","1928-08-07",,,,"0.25","0.0","0.0","81","64",,,,,,
"USC00308380","SYRACUSE, NY US","1928-08-08",,,,"0.01","0.0","0.0","83","65",,,,,,
"USC00308380","SYRACUSE, NY US","1928-08-09",,,,"0.00","0.0","0.0","80","65",,,,,,
"USC00308380","SYRACUSE, NY US","1928-08-10",,,,"0.03","0.0","0.0","84","64",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-08-11",,,,"0.02","0.0","0.0","70","61",,,,,,
"USC00308380","SYRACUSE, NY US","1928-08-12",,,,"0.00","0.0","0.0","71","54",,,,,,
"USC00308380","SYRACUSE, NY US","1928-08-13",,,,"0.00","0.0","0.0","81","53",,,,,,
"USC00308380","SYRACUSE, NY US","1928-08-14",,,,"0.00","0.0","0.0","83","61",,,,,,
"USC00308380","SYRACUSE, NY US","1928-08-15",,,,"0.00","0.0","0.0","89","67",,,,,,
"USC00308380","SYRACUSE, NY US","1928-08-16",,,,"2.51","0.0","0.0","90","66",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-08-17",,,,"0.00","0.0","0.0","73","67",,,,,,
"USC00308380","SYRACUSE, NY US","1928-08-18",,,,"0.29","0.0","0.0","79","68",,,,,,
"USC00308380","SYRACUSE, NY US","1928-08-19",,,,"0.00","0.0","0.0","73","59",,,,,,
"USC00308380","SYRACUSE, NY US","1928-08-20",,,,"0.00","0.0","0.0","78","55",,,,,,
"USC00308380","SYRACUSE, NY US","1928-08-21",,,,"0.69","0.0","0.0","81","65",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-08-22",,,,"0.28","0.0","0.0","74","63",,,,,,
"USC00308380","SYRACUSE, NY US","1928-08-23",,,,"0.00","0.0","0.0","76","60",,,,,,
"USC00308380","SYRACUSE, NY US","1928-08-24",,,,"0.09","0.0","0.0","78","64",,,,,,
"USC00308380","SYRACUSE, NY US","1928-08-25",,,,"0.01","0.0","0.0","71","63",,,,,,
"USC00308380","SYRACUSE, NY US","1928-08-26",,,,"0.00","0.0","0.0","72","62",,,,,,
"USC00308380","SYRACUSE, NY US","1928-08-27",,,,"0.00","0.0","0.0","83","61",,,,,,
"USC00308380","SYRACUSE, NY US","1928-08-28",,,,"0.00","0.0","0.0","87","72",,,,,,
"USC00308380","SYRACUSE, NY US","1928-08-29",,,,"0.00","0.0","0.0","80","66",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-08-30",,,,"0.01","0.0","0.0","82","64",,,,"    1",,
"USC00308380","SYRACUSE, NY US","1928-08-31",,,,"0.00","0.0","0.0","68","56",,,,,,
"USC00308380","SYRACUSE, NY US","1928-09-01",,,,"0.00","0.0","0.0","66","51",,,,,,
"USC00308380","SYRACUSE, NY US","1928-09-02",,,,"0.00","0.0","0.0","74","56",,,,,,
"USC00308380","SYRACUSE, NY US","1928-09-03",,,,"0.86","0.0","0.0","74","58",,,,,,
"USC00308380","SYRACUSE, NY US","1928-09-04",,,,"0.00","0.0","0.0","65","53",,,,,,
"USC00308380","SYRACUSE, NY US","1928-09-05",,,,"0.00","0.0","0.0","66","50",,,,,,
"USC00308380","SYRACUSE, NY US","1928-09-06",,,,"0.00","0.0","0.0","64","49",,,,,,
"USC00308380","SYRACUSE, NY US","1928-09-07",,,,"0.00","0.0","0.0","69","55",,,,,,
"USC00308380","SYRACUSE, NY US","1928-09-08",,,,"0.00","0.0","0.0","74","55",,,,,,
"USC00308380","SYRACUSE, NY US","1928-09-09",,,,"0.00","0.0","0.0","69","53",,,,,,
"USC00308380","SYRACUSE, NY US","1928-09-10",,,,"0.00","0.0","0.0","82","48",,,,,,
"USC00308380","SYRACUSE, NY US","1928-09-11",,,,"0.18","0.0","0.0","83","68",,,,,,
"USC00308380","SYRACUSE, NY US","1928-09-12",,,,"0.10","0.0","0.0","84","68",,,,,,
"USC00308380","SYRACUSE, NY US","1928-09-13",,,,"0.00","0.0","0.0","81","59",,,,,,
"USC00308380","SYRACUSE, NY US","1928-09-14",,,,"0.02","0.0","0.0","64","55",,,,,,
"USC00308380","SYRACUSE, NY US","1928-09-15",,,,"0.00","0.0","0.0","76","55",,,,,,
"USC00308380","SYRACUSE, NY US","1928-09-16",,,,"0.00","0.0","0.0","75","63",,,,,,
